sn_in_category,test_name,test_category,category_section,price_outsourced,price_walkin,price_hospital,test_key
36,NGAL,OTHERS (CHEMISTRY),CHEMISTRY,"₦ 20,000","₦ 20,000","₦20,000",others_chemistry__ngal
37,CYS - C,OTHERS (CHEMISTRY),CHEMISTRY,"₦ 20,000","₦ 20,000","₦20,000",others_chemistry__cys_c
38,PEPSINOGEN,OTHERS (CHEMISTRY),CHEMISTRY,N/A,N/A,"₦20,000",others_chemistry__pepsinogen
39,PEPSINOGEN 2,OTHERS (CHEMISTRY),CHEMISTRY,N/A,N/A,"₦20,000",others_chemistry__pepsinogen_2
40,ANTI PARIETAL CELL ANTIBODY(APCA),OTHERS (CHEMISTRY),CHEMISTRY,N/A,N/A,"₦47,000",others_chemistry__anti_parietal_cell_antibody_apca
41,GALL BLADDER STONE ANALYSIS,OTHERS (CHEMISTRY),CHEMISTRY,N/A,N/A,"₦25,000",others_chemistry__gall_bladder_stone_analysis
42,KIDNEY STONE ANALYSIS,OTHERS (CHEMISTRY),CHEMISTRY,N/A,N/A,"₦25,000",others_chemistry__kidney_stone_analysis
43,2-Hours post prandiaL glucose,OTHERS (CHEMISTRY),CHEMISTRY,"₦ 5,000","₦ 5,000","₦3,000",others_chemistry__2_hours_post_prandial_glucose
44,SERUM CARBAMAZEPINE,OTHERS (CHEMISTRY),CHEMISTRY,N/A,N/A,"₦15,000",others_chemistry__serum_carbamazepine
45,CATECHOLAMINE(PLASMA),OTHERS (CHEMISTRY),CHEMISTRY,N/A,N/A,"₦80,000",others_chemistry__catecholamine_plasma
46,CATECHOLAMINE(URINE),OTHERS (CHEMISTRY),CHEMISTRY,"₦ 60,000","₦ 60,000","₦85,000",others_chemistry__catecholamine_urine
47,VANILYL MANDELIC ACID(VMA),OTHERS (CHEMISTRY),CHEMISTRY,N/A,N/A,"₦45,000",others_chemistry__vanilyl_mandelic_acid_vma
48,FREE PSA 1,OTHERS (CHEMISTRY),CHEMISTRY,"₦ 18,000","₦ 18,000","₦10,000",others_chemistry__free_psa_1
49,CSF IMMUNOGLOBULIN(IGG),OTHERS (CHEMISTRY),CHEMISTRY,"₦ 25,000","₦ 25,000","₦10,000",others_chemistry__csf_immunoglobulin_igg
50,CSF IMMUNOGLOBULIN (IGM),OTHERS (CHEMISTRY),CHEMISTRY,"₦ 20,000","₦ 20,000","₦10,000",others_chemistry__csf_immunoglobulin_igm
51,IMMUNOGLOBULIN (IGG),OTHERS (CHEMISTRY),CHEMISTRY,"₦ 18,000","₦ 18,000","₦10,000",others_chemistry__immunoglobulin_igg
52,IGM,OTHERS (CHEMISTRY),CHEMISTRY,"₦ 15,000","₦ 15,000","₦10,000",others_chemistry__igm
53,CSF IMMUNOGLOBULIN(IGA),OTHERS (CHEMISTRY),CHEMISTRY,"₦ 20,000","₦ 20,000","₦10,000",others_chemistry__csf_immunoglobulin_iga
54,ASPIRATE (GLUCOSE),OTHERS (CHEMISTRY),CHEMISTRY,"₦ 1,500","₦ 1,500","₦1,000",others_chemistry__aspirate_glucose
55,ASPIRATE ELECTROLYTE,OTHERS (CHEMISTRY),CHEMISTRY,"₦ 3,600","₦ 3,600","₦3,000",others_chemistry__aspirate_electrolyte
56,TOTAL PSA(CANCER MONTH ),OTHERS (CHEMISTRY),CHEMISTRY,N/A,N/A,"₦5,000",others_chemistry__total_psa_cancer_month
57,ANTINUCLEAR ANTIBODY(ANA),OTHERS (CHEMISTRY),CHEMISTRY,"₦ 24,000","₦ 24,000","₦20,000",others_chemistry__antinuclear_antibody_ana
58,PRO INSULIN,OTHERS (CHEMISTRY),CHEMISTRY,N/A,N/A,"₦43,500",others_chemistry__pro_insulin
59,ALPHA HYDROXYL PROGESTERONE,OTHERS (CHEMISTRY),CHEMISTRY,"₦ 54,000","₦ 54,000","₦45,000",others_chemistry__alpha_hydroxyl_progesterone
60,ACID PHOSPHATASE,OTHERS (CHEMISTRY),CHEMISTRY,"₦ 8,500","₦ 8,500","₦7,000",others_chemistry__acid_phosphatase
61,OSTEOCALCIN,OTHERS (CHEMISTRY),CHEMISTRY,N/A,N/A,"₦52,000",others_chemistry__osteocalcin
62,CSF PROTEIN,OTHERS (CHEMISTRY),CHEMISTRY,"₦ 1,200","₦ 1,200","₦1,000",others_chemistry__csf_protein
63,LEAD LEVEL(BLOOD),OTHERS (CHEMISTRY),CHEMISTRY,N/A,N/A,"₦40,500",others_chemistry__lead_level_blood
64,LEAD LEVEL(URINE),OTHERS (CHEMISTRY),CHEMISTRY,"₦ 40,500","₦ 40,500","₦40,500",others_chemistry__lead_level_urine
65,MERCURY (BLOOD),OTHERS (CHEMISTRY),CHEMISTRY,N/A,N/A,"₦63,200",others_chemistry__mercury_blood
66,PRE RED CELL EXCHANGE,OTHERS (CHEMISTRY),CHEMISTRY,N/A,N/A,"₦30,000",others_chemistry__pre_red_cell_exchange
67,NEURON SPECIFIC ENOLASE,OTHERS (CHEMISTRY),CHEMISTRY,N/A,N/A,"₦50,000",others_chemistry__neuron_specific_enolase
68,ANTI - PHOSPHOLIPASE A2 RECEPTOR(PLA2R),OTHERS (CHEMISTRY),CHEMISTRY,N/A,N/A,"₦63,500",others_chemistry__anti_phospholipase_a2_receptor_pla2r
69,CARDIOLIPIN ANTIBODIES(IgM),OTHERS (CHEMISTRY),CHEMISTRY,"₦ 25,000","₦ 25,000","₦15,000",others_chemistry__cardiolipin_antibodies_igm
70,URINE PROTEIN(RANDOM),OTHERS (CHEMISTRY),CHEMISTRY,"₦ 2,500","₦ 2,500","₦2,000",others_chemistry__urine_protein_random
71,URINE CREATININE(Random),OTHERS (CHEMISTRY),CHEMISTRY,"₦ 2,500","₦ 2,500","₦2,000",others_chemistry__urine_creatinine_random
72,Pleural fluid protein,OTHERS (CHEMISTRY),CHEMISTRY,"₦ 2,500","₦ 2,500","₦2,000",others_chemistry__pleural_fluid_protein
73,Pleural Fluid Creatinine,OTHERS (CHEMISTRY),CHEMISTRY,"₦ 2,500","₦ 2,500","₦2,000",others_chemistry__pleural_fluid_creatinine
74,NOR ADRENALINE,OTHERS (CHEMISTRY),CHEMISTRY,"₦ 81,600","₦ 81,600","₦68,000",others_chemistry__nor_adrenaline
1,TSH,ENDOCRINE - THYROID ( ENDOCRINOLOGY),ENDOCRINOLOGY,"₦ 7,000","₦ 7,000","₦5,000",endocrine_thyroid_endocrinology__tsh
2,FREE T4,ENDOCRINE - THYROID ( ENDOCRINOLOGY),ENDOCRINOLOGY,"₦ 7,000","₦ 7,000","₦4,000",endocrine_thyroid_endocrinology__free_t4
3,FREE T3,ENDOCRINE - THYROID ( ENDOCRINOLOGY),ENDOCRINOLOGY,"₦ 7,000","₦ 7,000","₦4,000",endocrine_thyroid_endocrinology__free_t3
4,THYROID FUNCTIONS (TSH /FT4/FT3),ENDOCRINE - THYROID ( ENDOCRINOLOGY),ENDOCRINOLOGY,"₦ 15,000","₦ 15,000","₦15,000",endocrine_thyroid_endocrinology__thyroid_functions_tsh_ft4_ft3
5,THYROID ANTIBODIES,ENDOCRINE - THYROID ( ENDOCRINOLOGY),ENDOCRINOLOGY,N/A,N/A,"₦45,000",endocrine_thyroid_endocrinology__thyroid_antibodies
6,TSH RECEPTOR ANTIBODIES(TRAb),ENDOCRINE - THYROID ( ENDOCRINOLOGY),ENDOCRINOLOGY,"₦ 63,500","₦ 63,500","₦10,000",endocrine_thyroid_endocrinology__tsh_receptor_antibodies_trab
7,INTACT PTH,ENDOCRINE - THYROID ( ENDOCRINOLOGY),ENDOCRINOLOGY,"₦ 38,000","₦ 38,000","₦22,000",endocrine_thyroid_endocrinology__intact_pth
8,THYROID PEROXIDASE(TPO),ENDOCRINE - THYROID ( ENDOCRINOLOGY),ENDOCRINOLOGY,"₦ 32,000","₦ 32,000","₦25,000",endocrine_thyroid_endocrinology__thyroid_peroxidase_tpo
9,FREE THYROXINE INDEX,ENDOCRINE - THYROID ( ENDOCRINOLOGY),ENDOCRINOLOGY,N/A,N/A,"₦110,000",endocrine_thyroid_endocrinology__free_thyroxine_index
10,T3,ENDOCRINE - THYROID ( ENDOCRINOLOGY),ENDOCRINOLOGY,"₦ 7,000","₦ 7,000","₦4,000",endocrine_thyroid_endocrinology__t3
11,T4,ENDOCRINE - THYROID ( ENDOCRINOLOGY),ENDOCRINOLOGY,"₦ 7,000","₦ 7,000","₦4,000",endocrine_thyroid_endocrinology__t4
12,REV T3,ENDOCRINE - THYROID ( ENDOCRINOLOGY),ENDOCRINOLOGY,N/A,N/A,"₦17,900",endocrine_thyroid_endocrinology__rev_t3
13,THROGLOBULIN(TG),ENDOCRINE - THYROID ( ENDOCRINOLOGY),ENDOCRINOLOGY,"₦ 69,000","₦ 69,000","₦15,000",endocrine_thyroid_endocrinology__throglobulin_tg
14,TMA,ENDOCRINE - THYROID ( ENDOCRINOLOGY),ENDOCRINOLOGY,N/A,N/A,"₦21,500",endocrine_thyroid_endocrinology__tma
15,TGA(Anti TG),ENDOCRINE - THYROID ( ENDOCRINOLOGY),ENDOCRINOLOGY,"₦ 60,000","₦ 60,000","₦15,000",endocrine_thyroid_endocrinology__tga_anti_tg
16,THYROID FUNCTION (TSH/T3/T4),ENDOCRINE - THYROID ( ENDOCRINOLOGY),ENDOCRINOLOGY,"₦ 15,000","₦ 15,000","₦15,000",endocrine_thyroid_endocrinology__thyroid_function_tsh_t3_t4
17,FT4,ENDOCRINE - THYROID ( ENDOCRINOLOGY),ENDOCRINOLOGY,"₦ 7,000","₦ 7,000","₦4,000",endocrine_thyroid_endocrinology__ft4
18,FT3,ENDOCRINE - THYROID ( ENDOCRINOLOGY),ENDOCRINOLOGY,"₦ 7,000","₦ 7,000","₦4,000",endocrine_thyroid_endocrinology__ft3
1,B -HCG Quantitative,ENDOCRINE - REPRODUCTIVE ( ENDOCRINOLOGY),ENDOCRINOLOGY,"₦ 12,000","₦ 12,000","₦8,000",endocrine_reproductive_endocrinology__b_hcg_quantitative
2,PROLACTIN ( rest 15minutes),ENDOCRINE - REPRODUCTIVE ( ENDOCRINOLOGY),ENDOCRINOLOGY,"₦ 12,000","₦ 15,000","₦8,000",endocrine_reproductive_endocrinology__prolactin_rest_15minutes
3,FSH,ENDOCRINE - REPRODUCTIVE ( ENDOCRINOLOGY),ENDOCRINOLOGY,"₦ 12,000","₦ 15,000","₦8,000",endocrine_reproductive_endocrinology__fsh
4,LH,ENDOCRINE - REPRODUCTIVE ( ENDOCRINOLOGY),ENDOCRINOLOGY,"₦ 12,000","₦ 15,000","₦8,000",endocrine_reproductive_endocrinology__lh
5,ESTRADIOL (E2),ENDOCRINE - REPRODUCTIVE ( ENDOCRINOLOGY),ENDOCRINOLOGY,"₦ 12,000","₦ 15,000","₦8,000",endocrine_reproductive_endocrinology__estradiol_e2
6,PROGESTERONE (Ovulation day 21),ENDOCRINE - REPRODUCTIVE ( ENDOCRINOLOGY),ENDOCRINOLOGY,"₦ 13,000","₦ 15,000","₦8,000",endocrine_reproductive_endocrinology__progesterone_ovulation_day_21
7,17 - OH PROGESTERONE,ENDOCRINE - REPRODUCTIVE ( ENDOCRINOLOGY),ENDOCRINOLOGY,"₦ 39,600","₦ 39,600","₦30,000",endocrine_reproductive_endocrinology__17_oh_progesterone
8,DHEAS-S,ENDOCRINE - REPRODUCTIVE ( ENDOCRINOLOGY),ENDOCRINOLOGY,"₦ 20,000","₦ 20,000","₦12,000",endocrine_reproductive_endocrinology__dheas_s
9,TOTAL TESTOSTERONE,ENDOCRINE - REPRODUCTIVE ( ENDOCRINOLOGY),ENDOCRINOLOGY,"₦ 20,000","₦ 20,000","₦8,000",endocrine_reproductive_endocrinology__total_testosterone
10,FREE ANDROGEN INDEX,ENDOCRINE - REPRODUCTIVE ( ENDOCRINOLOGY),ENDOCRINOLOGY,N/A,N/A,"₦16,000",endocrine_reproductive_endocrinology__free_androgen_index
11,"MENOPAUSAL SCREEN(LH, FSH,ESTRADIOL)",ENDOCRINE - REPRODUCTIVE ( ENDOCRINOLOGY),ENDOCRINOLOGY,"₦ 30,000","₦ 30,000","₦18,000",endocrine_reproductive_endocrinology__menopausal_screen_lh_fsh_estradiol
12,"MENSTRUAL IRREGULARITY(LH, FSH,E2, Prolactin, TSH)",ENDOCRINE - REPRODUCTIVE ( ENDOCRINOLOGY),ENDOCRINOLOGY,"₦ 40,000","₦ 40,000","₦26,000",endocrine_reproductive_endocrinology__menstrual_irregularity_lh_fsh_e2_prolactin_tsh
13,ANTIMULLERIAN HORMONE(AMH),ENDOCRINE - REPRODUCTIVE ( ENDOCRINOLOGY),ENDOCRINOLOGY,"₦ 20,000","₦ 20,000","₦20,000",endocrine_reproductive_endocrinology__antimullerian_hormone_amh
14,LH (URINE),ENDOCRINE - REPRODUCTIVE ( ENDOCRINOLOGY),ENDOCRINOLOGY,"₦ 10,000","₦ 10,000","₦1,000",endocrine_reproductive_endocrinology__lh_urine
15,COMPREHENSIVE INFERTILITY PROFILE (Female),ENDOCRINE - REPRODUCTIVE ( ENDOCRINOLOGY),ENDOCRINOLOGY,"₦ 97,000","₦ 97,000","₦97,000",endocrine_reproductive_endocrinology__comprehensive_infertility_profile_female
16,COMPREHENSIVE INFERTILTY PROFILE (Male),ENDOCRINE - REPRODUCTIVE ( ENDOCRINOLOGY),ENDOCRINOLOGY,"₦ 141,000","₦ 141,000","₦141,000",endocrine_reproductive_endocrinology__comprehensive_infertilty_profile_male
17,FREE TESTOSTERONE,ENDOCRINE - REPRODUCTIVE ( ENDOCRINOLOGY),ENDOCRINOLOGY,"₦ 30,000","₦ 30,000","₦12,000",endocrine_reproductive_endocrinology__free_testosterone
18,FREE ESTRIOL,ENDOCRINE - REPRODUCTIVE ( ENDOCRINOLOGY),ENDOCRINOLOGY,N/A,N/A,N/A,endocrine_reproductive_endocrinology__free_estriol
19,SEX HORMONE BINDING GLOBULIN(SHBG),ENDOCRINE - REPRODUCTIVE ( ENDOCRINOLOGY),ENDOCRINOLOGY,"₦ 135,000","₦ 135,000","₦35,000",endocrine_reproductive_endocrinology__sex_hormone_binding_globulin_shbg
20,PIGF,ENDOCRINE - REPRODUCTIVE ( ENDOCRINOLOGY),ENDOCRINOLOGY,N/A,N/A,N/A,endocrine_reproductive_endocrinology__pigf
21,sFIt - 1,ENDOCRINE - REPRODUCTIVE ( ENDOCRINOLOGY),ENDOCRINOLOGY,N/A,N/A,N/A,endocrine_reproductive_endocrinology__sfit_1
22,ANDROSTENEDIONE,ENDOCRINE - REPRODUCTIVE ( ENDOCRINOLOGY),ENDOCRINOLOGY,N/A,N/A,N/A,endocrine_reproductive_endocrinology__androstenedione
23,MALE INFERTILITY PROFILE,ENDOCRINE - REPRODUCTIVE ( ENDOCRINOLOGY),ENDOCRINOLOGY,"₦ 51,000","₦ 51,000","₦51,000",endocrine_reproductive_endocrinology__male_infertility_profile
24,FEMALE FERTILITY TEST,ENDOCRINE - REPRODUCTIVE ( ENDOCRINOLOGY),ENDOCRINOLOGY,N/A,N/A,N/A,endocrine_reproductive_endocrinology__female_fertility_test
25,Somatomedinc(IGF - 1),ENDOCRINE - REPRODUCTIVE ( ENDOCRINOLOGY),ENDOCRINOLOGY,N/A,N/A,"₦120,000",endocrine_reproductive_endocrinology__somatomedinc_igf_1
26,ALKALINE PHOSPHATE CSF,ENDOCRINE - REPRODUCTIVE ( ENDOCRINOLOGY),ENDOCRINOLOGY,"₦ 2,000","₦ 2,000","₦2,000",endocrine_reproductive_endocrinology__alkaline_phosphate_csf
27,PROLACTIN SERIAL DILUTION,ENDOCRINE - REPRODUCTIVE ( ENDOCRINOLOGY),ENDOCRINOLOGY,"₦ 84,000","₦ 84,000","₦70,000",endocrine_reproductive_endocrinology__prolactin_serial_dilution
1,CORTISOL (Serum),HYPERTENTION / OTHER ENDOCRINE ( ENDOCRINOLOGY),ENDOCRINOLOGY,"₦ 15,000","₦ 15,000","₦10,000",hypertention_other_endocrine_endocrinology__cortisol_serum
2,CORTISOL (24 Urine),HYPERTENTION / OTHER ENDOCRINE ( ENDOCRINOLOGY),ENDOCRINOLOGY,"₦ 15,000","₦ 15,000","₦10,000",hypertention_other_endocrine_endocrinology__cortisol_24_urine
3,DEXAMETHAZONE SUPPRESSION,HYPERTENTION / OTHER ENDOCRINE ( ENDOCRINOLOGY),ENDOCRINOLOGY,N/A,N/A,"₦13,000",hypertention_other_endocrine_endocrinology__dexamethazone_suppression
4,GROWTH HORMONE,HYPERTENTION / OTHER ENDOCRINE ( ENDOCRINOLOGY),ENDOCRINOLOGY,"₦ 45,000","₦ 45,000","₦18,000",hypertention_other_endocrine_endocrinology__growth_hormone
5,METANEPHRINES 24Hr Urine,HYPERTENTION / OTHER ENDOCRINE ( ENDOCRINOLOGY),ENDOCRINOLOGY,"₦ 130,000","₦ 130,000","₦35,000",hypertention_other_endocrine_endocrinology__metanephrines_24hr_urine
6,5-HIAA 24Hr Urine (carcinoid),HYPERTENTION / OTHER ENDOCRINE ( ENDOCRINOLOGY),ENDOCRINOLOGY,"₦ 33,000","₦ 33,000","₦33,000",hypertention_other_endocrine_endocrinology__5_hiaa_24hr_urine_carcinoid
7,RENIN / ALDOSTERONE ACTIVE,HYPERTENTION / OTHER ENDOCRINE ( ENDOCRINOLOGY),ENDOCRINOLOGY,"₦ 120,000","₦ 120,000","₦25,000",hypertention_other_endocrine_endocrinology__renin_aldosterone_active
8,"PITIUTARY SCREEN( Cortisol Random, Growth Hormone, LH, Prolactine, FSH, TSH-S)",HYPERTENTION / OTHER ENDOCRINE ( ENDOCRINOLOGY),ENDOCRINOLOGY,"₦ 60,000","₦ 60,000","₦45,000",hypertention_other_endocrine_endocrinology__pitiutary_screen_cortisol_random_growth_hormone_lh_prolactine_fsh_tsh_s
9,ACTH,HYPERTENTION / OTHER ENDOCRINE ( ENDOCRINOLOGY),ENDOCRINOLOGY,"₦ 70,000","₦ 70,000","₦25,000",hypertention_other_endocrine_endocrinology__acth
10,SOMATOMEDIN IGF,HYPERTENTION / OTHER ENDOCRINE ( ENDOCRINOLOGY),ENDOCRINOLOGY,N/A,N/A,"₦38,000",hypertention_other_endocrine_endocrinology__somatomedin_igf
11,DIRECT RENIN,HYPERTENTION / OTHER ENDOCRINE ( ENDOCRINOLOGY),ENDOCRINOLOGY,"₦ 70,000","₦ 70,000","₦15,000",hypertention_other_endocrine_endocrinology__direct_renin
12,FREE PLASMA METANEPHRINE,HYPERTENTION / OTHER ENDOCRINE ( ENDOCRINOLOGY),ENDOCRINOLOGY,N/A,N/A,"₦64,000",hypertention_other_endocrine_endocrinology__free_plasma_metanephrine
13,DIRECT RENIN,HYPERTENTION / OTHER ENDOCRINE ( ENDOCRINOLOGY),ENDOCRINOLOGY,"₦ 70,000","₦ 70,000","₦20,000",hypertention_other_endocrine_endocrinology__direct_renin
14,COMPREHENSIVE HYPERTENSIVE PACKAGE,HYPERTENTION / OTHER ENDOCRINE ( ENDOCRINOLOGY),ENDOCRINOLOGY,N/A,N/A,N/A,hypertention_other_endocrine_endocrinology__comprehensive_hypertensive_package
15,"ADH - ANTIDIURETIC HORMONE (VASOPRESSIN),PLASMA",HYPERTENTION / OTHER ENDOCRINE ( ENDOCRINOLOGY),ENDOCRINOLOGY,"₦ 80,700","₦ 80,700","₦79,000",hypertention_other_endocrine_endocrinology__adh_antidiuretic_hormone_vasopressin_plasma
16,"ALCOHOL(ETHANOL),URINE",HYPERTENTION / OTHER ENDOCRINE ( ENDOCRINOLOGY),ENDOCRINOLOGY,"₦ 15,000","₦ 15,000","₦36,000",hypertention_other_endocrine_endocrinology__alcohol_ethanol_urine
17,ANTI THYROGLOBULIN(Anti thyroglobulin(TgAb) or TgA),HYPERTENTION / OTHER ENDOCRINE ( ENDOCRINOLOGY),ENDOCRINOLOGY,"₦ 60,000","₦ 60,000","₦25,000",hypertention_other_endocrine_endocrinology__anti_thyroglobulin_anti_thyroglobulin_tgab_or_tga
18,TOTAL T3(T3),HYPERTENTION / OTHER ENDOCRINE ( ENDOCRINOLOGY),ENDOCRINOLOGY,"₦ 6,000","₦ 6,000","₦4,000",hypertention_other_endocrine_endocrinology__total_t3_t3
19,24Hr PROTEIN CREATININE RATIO(PCR),HYPERTENTION / OTHER ENDOCRINE ( ENDOCRINOLOGY),ENDOCRINOLOGY,"₦ 15,000","₦ 15,000","₦15,000",hypertention_other_endocrine_endocrinology__24hr_protein_creatinine_ratio_pcr
1,"FULL BLOOD COUNT WITH PLATELETS (Hb, PCV, WBC(T&D),Incl red cell indices)",HAEMATOLOGY ( GENERAL),GENERAL,"₦ 8,000","₦ 8,000","₦3,000",haematology_general__full_blood_count_with_platelets_hb_pcv_wbc_t_d_incl_red_cell_indices
2,HAEMOGLOBIN(Hb),HAEMATOLOGY ( GENERAL),GENERAL,"₦ 2,000","₦ 2,000","₦1,000",haematology_general__haemoglobin_hb
3,RETICULOCYTES,HAEMATOLOGY ( GENERAL),GENERAL,"₦ 9,000","₦ 9,000","₦5,000",haematology_general__reticulocytes
4,"IRON STUDIES + FERRITIN (Iron-S, ferritin, transferrin-s,% transferrin saturation)",HAEMATOLOGY ( GENERAL),GENERAL,"₦ 35,000","₦ 35,000","₦25,000",haematology_general__iron_studies_ferritin_iron_s_ferritin_transferrin_s_transferrin_saturation
5,ABO RH (Blood Grouping),HAEMATOLOGY ( GENERAL),GENERAL,"₦ 3,500","₦ 3,500","₦1,500",haematology_general__abo_rh_blood_grouping
6,COOMBS TEST(DIRECT),HAEMATOLOGY ( GENERAL),GENERAL,"₦ 10,000","₦ 10,000","₦3,500",haematology_general__coombs_test_direct
7,COOMBS TEST ( INDIRECT),HAEMATOLOGY ( GENERAL),GENERAL,"₦ 11,500","₦ 11,500","₦3,500",haematology_general__coombs_test_indirect
8,"ANTENATAL SCREEN(Blood count, Platelets, bg, HBsAg, HCV, Rubella IgG,VDRL,ICT,DDT.)",HAEMATOLOGY ( GENERAL),GENERAL,"₦ 40,000","₦ 40,000","₦40,000",haematology_general__antenatal_screen_blood_count_platelets_bg_hbsag_hcv_rubella_igg_vdrl_ict_ddt
9,HAEMOGLOBIN GENOTYPE,HAEMATOLOGY ( GENERAL),GENERAL,"₦ 6,000","₦ 6,000","₦4,000",haematology_general__haemoglobin_genotype
10,MP,HAEMATOLOGY ( GENERAL),GENERAL,"₦ 4,500","₦ 4,500","₦2,000",haematology_general__mp
11,PCV,HAEMATOLOGY ( GENERAL),GENERAL,"₦ 1,500","₦ 1,500","₦1,000",haematology_general__pcv
12,CROSS MATCHING TEST,HAEMATOLOGY ( GENERAL),GENERAL,"₦ 3,000","₦ 3,000","₦2,000",haematology_general__cross_matching_test
13,"EXCHANGE VARIANT HEMOGLOBIN VARIANT ANALYSIS,BLOOD.(HPLC)",HAEMATOLOGY ( GENERAL),GENERAL,"₦ 25,000","₦ 25,000","₦20,000",haematology_general__exchange_variant_hemoglobin_variant_analysis_blood_hplc
14,Peripheral Blood Film,HAEMATOLOGY ( GENERAL),GENERAL,"₦ 12,000","₦ 12,000","₦5,000",haematology_general__peripheral_blood_film
15,ALPHA THALASSEMIA MUTATION DETECTION,HAEMATOLOGY ( GENERAL),GENERAL,N/A,N/A,"₦50,000",haematology_general__alpha_thalassemia_mutation_detection
16,BETA THALASSEMIA MUTATION DETECTION,HAEMATOLOGY ( GENERAL),GENERAL,N/A,N/A,"₦120,000",haematology_general__beta_thalassemia_mutation_detection
17,G6PD,HAEMATOLOGY ( GENERAL),GENERAL,"₦ 27,000","₦ 27,000","₦10,000",haematology_general__g6pd
18,S - IRON,HAEMATOLOGY ( GENERAL),GENERAL,"₦ 35,000","₦ 35,000","₦10,000",haematology_general__s_iron
19,RBC FOLATE + VIT B12,HAEMATOLOGY ( GENERAL),GENERAL,"₦ 43,680","₦ 43,680","₦36,400",haematology_general__rbc_folate_vit_b12
20,VITAMIN A,HAEMATOLOGY ( GENERAL),GENERAL,"₦ 73,461","₦ 73,461","₦61,218",haematology_general__vitamin_a
21,VITAMIN B1,HAEMATOLOGY ( GENERAL),GENERAL,"₦ 57,976","₦ 57,976","₦48,314",haematology_general__vitamin_b1
22,VITAMIN B 2,HAEMATOLOGY ( GENERAL),GENERAL,"₦ 51,442","₦ 51,442","₦42,869",haematology_general__vitamin_b_2
23,VITAMIN B6,HAEMATOLOGY ( GENERAL),GENERAL,"₦ 57,976","₦ 57,976","₦48,314",haematology_general__vitamin_b6
24,VITAMIN C,HAEMATOLOGY ( GENERAL),GENERAL,"₦ 51,442","₦ 51,442","₦42,869",haematology_general__vitamin_c
25,VITAMIN E,HAEMATOLOGY ( GENERAL),GENERAL,"₦ 63,204","₦ 63,204","₦52,670",haematology_general__vitamin_e
26,VITAMIN K,HAEMATOLOGY ( GENERAL),GENERAL,"₦ 57,976","₦ 57,976","₦48,314",haematology_general__vitamin_k
27,ESR(ERYTHROCYTE SEDIMENTATION RATE),HAEMATOLOGY ( GENERAL),GENERAL,"₦ 4,000","₦ 4,000","₦2,000",haematology_general__esr_erythrocyte_sedimentation_rate
28,TRANSFERRIN,HAEMATOLOGY ( GENERAL),GENERAL,"₦ 18,000","₦ 18,000","₦10,000",haematology_general__transferrin
29,RBC FOLATE BLOOD,HAEMATOLOGY ( GENERAL),GENERAL,"₦ 33,000","₦ 33,000","₦20,000",haematology_general__rbc_folate_blood
30,VITAMIN B12,HAEMATOLOGY ( GENERAL),GENERAL,"₦ 23,000","₦ 23,000","₦20,000",haematology_general__vitamin_b12
31,RED CELL CONCENTRATES,HAEMATOLOGY ( GENERAL),GENERAL,"₦ 12,000","₦ 12,000","₦10,000",haematology_general__red_cell_concentrates
32,PARTNERS BLOOD SERVICE CHARGE,HAEMATOLOGY ( GENERAL),GENERAL,"₦ 7,000","₦ 7,000","₦7,000",haematology_general__partners_blood_service_charge
33,TOTAL IRON BINDING CAPACITY(TIBC),HAEMATOLOGY ( GENERAL),GENERAL,"₦ 18,000","₦ 18,000","₦8,000",haematology_general__total_iron_binding_capacity_tibc
34,TRANSFERIN SATURATION,HAEMATOLOGY ( GENERAL),GENERAL,"₦ 15,000","₦ 15,000","₦10,000",haematology_general__transferin_saturation
35,FOLATE(VITAMIN B9),HAEMATOLOGY ( GENERAL),GENERAL,"₦ 33,000","₦ 33,000","₦20,000",haematology_general__folate_vitamin_b9
36,FIBRIN DEGRADATION PRODUCT,HAEMATOLOGY ( GENERAL),GENERAL,N/A,N/A,N/A,haematology_general__fibrin_degradation_product
37,FULL BLOOD COUNT (3 PARTS),HAEMATOLOGY ( GENERAL),GENERAL,"₦ 8,000","₦ 8,000","₦5,000",haematology_general__full_blood_count_3_parts
1,FIBRINOGEN,COAGULATION (HAEMATOLOGY),HAEMATOLOGY,"₦ 47,000","₦ 47,000","₦20,000",coagulation_haematology__fibrinogen
2,BLEEDING TIME,COAGULATION (HAEMATOLOGY),HAEMATOLOGY,"₦ 6,000","₦ 6,000","₦4,200",coagulation_haematology__bleeding_time
3,INR,COAGULATION (HAEMATOLOGY),HAEMATOLOGY,"₦ 10,000","₦ 10,000","₦5,000",coagulation_haematology__inr
4,APTT,COAGULATION (HAEMATOLOGY),HAEMATOLOGY,"₦ 10,000","₦ 10,000","₦4,500",coagulation_haematology__aptt
5,"BLEEDING TENDENCY SCREEN( bLOOD COUNT + Platelets, Fibrinogen, INR,PTT)",COAGULATION (HAEMATOLOGY),HAEMATOLOGY,"₦ 23,000","₦ 23,000","₦15,000",coagulation_haematology__bleeding_tendency_screen_blood_count_platelets_fibrinogen_inr_ptt
6,LUPUS ANTICOAGULANT,COAGULATION (HAEMATOLOGY),HAEMATOLOGY,"₦ 57,000","₦ 57,000","₦35,000",coagulation_haematology__lupus_anticoagulant
